doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1055/s-0041-100389,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,[Perioperative management of patients with opioid tolerance and misuse].,identity_unverified,insufficient document-level identifier or title evidence,,Einteilung der verschiedenen Patientengruppen,0.3248,0.5,0.8333,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1055_s_0041_100389.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1055_s-0041-100389__98aaf72189.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1055_s-0041-100389__98aaf72189.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1056/nejmc2313230,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Esketamine Nasal Spray versus Quetiapine for Resistant Depression,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1056_nejmc2313230.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1056_nejmc2313230__a5b2248132.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1056_nejmc2313230__a5b2248132.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1074/jbc.271.25.14672,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine2A Receptor,identity_unverified,insufficient document-level identifier or title evidence,,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine 2A Receptor Ser 3.36(159) PROVIDES A SECOND INTERACTION SITE FOR THE PROTONATED AMINE OF SEROTONIN BUT NOT OF LYSERGIC ACID DIETHYLAMIDE OR BUFOTENIN*,0.5302,0.8571,0.8571,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1074_jbc_271_25_14672.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1074_jbc.271.25.14672__5979a89ac3.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1074_jbc.271.25.14672__5979a89ac3.pdf,True,manual_pdf_import_report_after_pdf_viewer_toolbar_retry_20260619.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,5,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/brain/awx142,benign_conflict,grobid_related_doi_misidentification,high,Cortical functional hyperconnectivity in a mouse model of depression and selective network effects of ketamine,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1093/awx166,Cortical functional hyperconnectivity in a mouse model of depression and selective network effects of ketamine,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_brain_awx142.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_brain_awx142__e633b07844.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_brain_awx142__e633b07844.pdf,True,manual_pdf_import_report_after_batch_100_20260619.dry_run.json | manual_pdf_import_report_after_batch_100_20260619.json,correct_content_available_locally,,,True,https://academic.oup.com/brain/article-pdf/140/8/2210/24175294/awx142.pdf,https://doi.org/10.1093/brain/awx142,oa_pdf_signal_requires_identity_validation,6,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyw042.062,proceedings_container,proceedings_or_multi_abstract_container,high,"Speaker 1: Barbara Sahakian, UK",identity_unverified,insufficient document-level identifier or title evidence,,"4.45 -16.30 S15: Cognitive Dysfunction in Depression: Enabling discovery and Treatment development Chair: Barbara Sahakian, UK Co-Chair: Si Tianmei, China Speaker 1: Barbara Sahakian, UK",0.2857,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyw042_062.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyw042.062__274a89fe38.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyw042.062__274a89fe38.pdf,True,,target_present_in_container_needs_segmentation,PMC5616538,,True,https://academic.oup.com/ijnp/article-pdf/19/Suppl_1/23/21603734/pyw042.062.pdf,https://doi.org/10.1093/ijnp/pyw042.062,exact_pmc_record_available_xml_needs_probe,3,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/sleep/zsaf090.0414,proceedings_container,proceedings_or_multi_abstract_container,high,0414 The Interaction of Historical Psychedelic Use and Time Spent in Bed on Sleep Architecture,identity_unverified,insufficient document-level identifier or title evidence,,EFFECT OF TRANSCUTANEOUS VAGAL NERVE STIMULATION (TVNS) ADMINISTERED DURING THE FIRST AND SECOND HALF OF THE NIGHT ON SLEEP STAGE ARCHITECTURE,0.3475,0.8,0.8571,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_sleep_zsaf090_0414.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_sleep_zsaf090.0414__201fb0ba0f.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_sleep_zsaf090.0414__201fb0ba0f.pdf,True,manual_pdf_import_report_after_batch_100_resolved_retry_20260619.json,target_not_reliably_present_in_local_container,,,True,https://academic.oup.com/sleep/article-pdf/48/Supplement_1/A181/63223860/zsaf090.0414.pdf,https://doi.org/10.1093/sleep/zsaf090.0414,oa_pdf_signal_requires_identity_validation,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1101/2020.08.10.244459,benign_conflict,preprint_repository_version,high,Distributed harmonic patterns of structure-function dependence orchestrate human consciousness,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s42003-023-04474-1,Distributed harmonic patterns of structure-function dependence orchestrate human consciousness,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1101_2020_08_10_244459.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2020.08.10.244459__792cb81287.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2020.08.10.244459__792cb81287.pdf,True,,correct_content_available_locally,,,True,https://www.biorxiv.org/content/biorxiv/early/2020/08/10/2020.08.10.244459.full.pdf,https://doi.org/10.1101/2020.08.10.244459,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1101/2021.05.14.444193,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,LSD and psilocybin flatten the brain’s energy landscape: insights from receptor-informed network control theory,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s41467-022-33578-1,Receptor-informed network control theory links LSD and psilocybin to a flattening of the brain's control energy landscape,0.8333,0.9167,1.0,False,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1101_2021_05_14_444193.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1101_2021.05.14.444193__24e1fce5a3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2021.05.14.444193__24e1fce5a3.pdf,True,,uncertain_quarantine,,,True,https://www.biorxiv.org/content/biorxiv/early/2022/05/04/2021.05.14.444193.full.pdf,https://doi.org/10.1101/2021.05.14.444193,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1101/2022.05.25.22275473,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Evidence for altered neural activity patterns after MDMA-assisted therapy in adults with chronic and severe post-traumatic stress disorder: a pilot study,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.3389/fpsyt.2022.947622,Altered brain activity and functional connectivity after MDMA-assisted therapy for post-traumatic stress disorder,0.6316,0.8,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1101_2022_05_25_22275473.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1101_2022.05.25.22275473__2950c0a441.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2022.05.25.22275473__2950c0a441.pdf,True,,uncertain_quarantine,,,True,,https://doi.org/10.1101/2022.05.25.22275473,oa_landing_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1101/2022.08.27.505518,benign_conflict,preprint_repository_version,high,LSD-induced increase of Ising temperature and algorithmic complexity of brain dynamics,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1371/journal.pcbi.1010811,LSD-induced increase of Ising temperature and algorithmic complexity of brain dynamics,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1101_2022_08_27_505518.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2022.08.27.505518__8532fa4a6d.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2022.08.27.505518__8532fa4a6d.pdf,True,,correct_content_available_locally,,,True,https://www.biorxiv.org/content/biorxiv/early/2022/11/30/2022.08.27.505518.full.pdf,https://doi.org/10.1101/2022.08.27.505518,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1101/2022.11.01.514687,benign_conflict,preprint_repository_version,high,The effect of lysergic acid diethylamide (LSD) on whole-brain functional and effective connectivity,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s41386-023-01574-8,The effect of lysergic acid diethylamide (LSD) on whole-brain functional and effective connectivity,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1101_2022_11_01_514687.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2022.11.01.514687__acd4b2265e.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1101_2022.11.01.514687__acd4b2265e.pdf,True,,correct_content_available_locally,,,True,https://www.biorxiv.org/content/biorxiv/early/2022/11/04/2022.11.01.514687.full.pdf,https://doi.org/10.1101/2022.11.01.514687,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
