finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:22eec11c8e9ced75c7,10.1017/s0033291724002496,Psychedelics (broad or mixed),Schizophrenia,clinical_outcome,secondary_literature,condition,"Psychedelic drug use is associated with the development of schizophrenia spectrum disorders, even after a single dose, in individuals without prior psychiatric history.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""compound_class"", ""label"": ""Psychedelics (broad or mixed)"", ""reason"": ""controlled_broad_psychedelic_class""}]",,proposition:fbf158777691b7d531,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety (or Real-world for exposure-risk associations),"Statement concerns an adverse event, risk, contraindication, abuse liability, or absence of an adverse event; the condition is not the therapeutic endpoint of this finding. Preserve uncertainty, null results and retraction status.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,
finding:1b0777316ed609a4b8,10.1080/02791072.2004.10399729,Ibogaine,Substance use disorder,clinical_outcome,secondary_literature,condition,Theory-driven pretreatment and posttreatment recommendations involving psychological and environmental factors are proposed to enhance the effectiveness of ibogaine for substance abuse.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ibogaine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:1687d7544c245edb98,high_confidence_semantic_misclassification,True,intervention_context_in_conditions,Intervention context,Finding proposes psychological/environmental support around treatment rather than a compound-to-condition outcome.,manual semantic review of saved finding and metadata; not independent full-text re-extraction,
finding:132433845579faf8cf,10.1080/13543784.2023.2273493,Psilocybin,Treatment-resistant depression,clinical_outcome,secondary_literature,population,Patients with treatment-resistant depression (TRD) are currently the most suitable candidates for psilocybin when weighing known benefits against unknown risks and existing standards of care.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:0c1ff86daf99dfe4c9,not_confirmed_by_this_audit,True,,,,,
finding:6064a2e78586922796,10.1080/14728214.2024.2342951,Ketamine,Alcohol use disorder,clinical_outcome,secondary_literature,condition,Ketamine and psilocybin are currently in phase II or III clinical development for the treatment of Alcohol Use Disorder.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:1042f3928af9242bc0,not_confirmed_by_this_audit,True,,,,,
finding:28d9723d695928c386,10.1080/17460441.2025.2562017,NMDA receptor antagonists,Schizophrenia,clinical_outcome,secondary_literature,condition,NMDA receptor antagonists like ketamine and PCP induce schizophrenic features in humans and represent a valid model for studying the disorder's neurobiology.,,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""NMDA receptor antagonists"", ""reason"": ""controlled_compound_class""}]",,proposition:8f1535201c8d17708d,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects; Safety for exacerbation in patients,"The compound is used to produce or investigate schizophrenia-like symptoms, not treat schizophrenia.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,
finding:85745d73a93ab8bb08,10.1111/add.16762,Ketamine,Substance use disorder,clinical_outcome,secondary_literature,condition,"Ketamine-assisted treatment shows efficacy for AUD, cocaine use disorder, and opioid use disorder, though evidence certainty remains low due to risk of bias and small samples.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:4c0e24a6e723fb0413,not_confirmed_by_this_audit,True,,,,,
finding:6bf67f482eb8e6b76e,10.1124/pr.110.003244,Salvinorin A,Substance use disorder,clinical_outcome,secondary_literature,condition,"Salvinorin A has therapeutic potential for treating pain, mood and personality disorders, substance abuse, and gastrointestinal disturbances.",,,,main_graph,condition_indication,review,condition_text_split,"[{""kind"": ""atomic_compound"", ""label"": ""Salvinorin A"", ""reason"": ""controlled_atomic_compound""}]",,proposition:244c1cf9968175eb19,not_confirmed_by_this_audit,True,,,,,
finding:c97b64aa8b66301b0e,10.1124/pr.110.003244,Salvinorin A,Mood disorders,clinical_outcome,secondary_literature,condition,"Salvinorin A has therapeutic potential for treating pain, mood and personality disorders, substance abuse, and gastrointestinal disturbances.",,,,main_graph,condition_indication,review,condition_text_split,"[{""kind"": ""atomic_compound"", ""label"": ""Salvinorin A"", ""reason"": ""controlled_atomic_compound""}]",,proposition:55e9672b0eb0f15de4,not_confirmed_by_this_audit,True,,,,,
finding:e672a1fe0043a383c9,10.1007/s13659-019-0210-5,Ayahuasca,Substance use disorder,clinical_outcome,secondary_literature,condition,"Ayahuasca shows potential as a therapeutic tool for treating substance abuse disorders, depression, and anxiety, often acting as a psychological catalyst in ritual settings.",,,,main_graph,condition_indication,review,,"[{""aliases"": [""DMT/HAR formulation""], ""kind"": ""compound_combination"", ""label"": ""Ayahuasca"", ""reason"": ""controlled_registered_exposure_kind""}]",,proposition:6af2df71e3e96db489,not_confirmed_by_this_audit,True,,,,,
finding:bfaf97f39876024bae,10.1007/s40122-024-00606-5,Ketamine,Cluster headache,clinical_outcome,secondary_literature,population,Patients with episodic cluster headache appear to respond more favorably to ketamine treatment than those with chronic cluster headache.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:16d5b06e824a49119c,not_confirmed_by_this_audit,True,,,,,
finding:1c9285cb7ea5006a13,10.1007/s40263-025-01255-8,Psilocybin,Bipolar I disorder,clinical_outcome,secondary_literature,population,There is currently no published clinical evidence regarding the safety or efficacy of psilocybin in individuals with bipolar I disorder.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:80c66dc90a54108352,not_confirmed_by_this_audit,True,,,,,
finding:6a22ec45a68dcaa982,10.1016/j.eclinm.2025.103748,S-ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,Intravenous and subcutaneous esketamine and ketamine induce rapid reduction of acute suicidal ideation within 24 hours in adolescents with major depressive disorder.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:4db9e660abab2e183c,not_confirmed_by_this_audit,True,,,,,
finding:ae4f578d719c1e1a82,10.1016/j.neubiorev.2008.03.012,NMDA receptor antagonists,Schizophrenia,clinical_outcome,secondary_literature,condition,"Non-competitive NMDA receptor antagonists (phencyclidine, ketamine, and dizocilpine) induce schizophrenia-like manifestations in humans and animals, showing phenomenological validity as models for the disease.",,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""NMDA receptor antagonists"", ""reason"": ""controlled_compound_class""}]",,proposition:254e8627b0c87b4d5f,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects; Safety for exacerbation in patients,"The compound is used to produce or investigate schizophrenia-like symptoms, not treat schizophrenia.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,
finding:0923f3567fbd103cbd,10.1016/j.pharmthera.2003.11.002,Hallucinogens,Alcohol use disorder,clinical_outcome,secondary_literature,condition,"Hallucinogens may have therapeutic utility for treating alcoholism, substance abuse, and psychiatric disorders.",,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""Hallucinogens"", ""reason"": ""controlled_compound_class""}]",,proposition:38ed747697d756bc98,not_confirmed_by_this_audit,True,,,,,
finding:5b5b7367542b371cc0,10.1016/j.pharmthera.2004.03.002,Ayahuasca,Alcohol use disorder,clinical_outcome,secondary_literature,condition,Biomedical evidence suggests ayahuasca may have therapeutic applications for treating alcoholism and substance abuse.,,,,main_graph,condition_indication,review,,"[{""aliases"": [""DMT/HAR formulation""], ""kind"": ""compound_combination"", ""label"": ""Ayahuasca"", ""reason"": ""controlled_registered_exposure_kind""}]",,proposition:ba5d42d1f0b703893d,not_confirmed_by_this_audit,True,,,,,
finding:88e590115cd6f1979e,10.1016/j.urols.2014.11.003,Ketamine,Ketamine-associated uropathy,clinical_outcome,secondary_literature,condition,"Chronic ketamine abuse causes ketamine cystitis (KC), characterized by severe lower urinary tract symptoms including dysuria, urinary frequency, urgency, urge incontinence, and bladder pain.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0c149905ef406e1464,high_confidence_semantic_misclassification,True,ketamine_uropathy_in_conditions,Safety; management findings may need paper detail or Intervention context,"Ketamine is the harmful exposure or cause of the sampled uropathy. Bladder pathology and outcomes of cessation, surgery or other drugs do not establish ketamine as its treatment.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,
finding:37dee68d5959998bcd,10.1016/s0889-857x(01)00013-8,Ketamine,Fibromyalgia,clinical_outcome,secondary_literature,population,Individual response to intravenous ketamine may serve as a predictor to select fibromyalgia patients for NMDA-receptor antagonist treatment modalities.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:9a0ada13b603e407eb,not_confirmed_by_this_audit,True,,,,,
finding:bf6be4a1a15cad7ac1,10.9740/mhc.n207179,S-ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,Esketamine is being developed as an intranasal therapy for TRD to provide a less invasive route of administration and potentially lower abuse liability compared to IV ketamine.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:68fdede9fae980bf77,not_confirmed_by_this_audit,True,,,,,
finding:37c769f9bc633c0720,10.2174/18744737112059990005,MDMA,Substance use disorder,clinical_outcome,secondary_literature,condition,MDMA-assisted psychotherapy may help treat substance abuse disorders by reducing substance use or addressing comorbid psychiatric conditions.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:43a18fcb6ff1a87a7e,not_confirmed_by_this_audit,True,,,,,
