normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,language,mesh_terms,keywords,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,has_correction,semantic_scholar_id
normalized,compound and graph entity matched local registry,lysergic acid diethylamide,,anxiety,LSD,Anxiety,,,,,anxiety,therapeutic_indication,anxiety,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Anxiety,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,alias,label,lysergic acid diethylamide,anxiety,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Anxiety,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,lysergic acid diethylamide,,depression,LSD,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Depression,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,alias,label,lysergic acid diethylamide,depression,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Depression,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,lysergic acid diethylamide,,post-traumatic stress disorder,LSD,Post-traumatic stress disorder,,,,,post-traumatic stress disorder,therapeutic_indication,post-traumatic stress disorder,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ PTSD,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,alias,label,lysergic acid diethylamide,post-traumatic stress disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Post-traumatic stress disorder,1.0,,,,,,,,,,
entity_unmapped,graph entity `pain management` did not match registry,lysergic acid diethylamide,,pain management,LSD,,,,,,pain management,therapeutic_indication,pain management,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Pain Management,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,alias,,lysergic acid diethylamide,pain management,needs_external_id_lookup,,{},{},cocaine dependence,0.4242,,,,,,,,,,
normalized,compound and graph entity matched local registry,lysergic acid diethylamide,,cluster headaches,LSD,Cluster headache,,,,,cluster headaches,therapeutic_indication,cluster headaches,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Cluster Headaches,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,alias,fuzzy_high_confidence,lysergic acid diethylamide,cluster headaches,needs_external_id_lookup,needs_external_id_lookup,{},{},Cluster headache,0.9697,,,,,,,,,,
entity_unmapped,graph entity `addiction` did not match registry,ayahuasca,,addiction,Ayahuasca,,,,,,addiction,therapeutic_indication,addiction,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Ayahuasca ✔ Addiction,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,label,,ayahuasca,addiction,mixture_needs_component_mapping,,{},{},opioid addiction,0.72,,,,,,,,,,
normalized,compound and graph entity matched local registry,ayahuasca,,anxiety,Ayahuasca,Anxiety,,,,,anxiety,therapeutic_indication,anxiety,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Ayahuasca ✔ Anxiety,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,label,label,ayahuasca,anxiety,mixture_needs_component_mapping,broad_category_needs_external_id_lookup,{},{},Anxiety,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,ayahuasca,,depression,Ayahuasca,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Ayahuasca ✔ Depression,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,label,label,ayahuasca,depression,mixture_needs_component_mapping,broad_category_needs_external_id_lookup,{},{},Depression,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,ayahuasca,,post-traumatic stress disorder,Ayahuasca,Post-traumatic stress disorder,,,,,post-traumatic stress disorder,therapeutic_indication,post-traumatic stress disorder,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Ayahuasca ✔ PTSD,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,label,label,ayahuasca,post-traumatic stress disorder,mixture_needs_component_mapping,needs_external_id_lookup,{},{},Post-traumatic stress disorder,1.0,,,,,,,,,,
entity_unmapped,graph entity `addiction` did not match registry,ibogaine,,addiction,Ibogaine,,,,,,addiction,therapeutic_indication,addiction,indication,True,10.59324/ejahss.2024.1(3).10,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Ibogaine ✔ Addiction,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence","European Journal of Arts, Humanities and Social Sciences",journal-article,2024-05-01,3041-1262,3041-1262,AMO Publisher,low,disorder,disorders,label,,ibogaine,addiction,needs_external_id_lookup,,{},{},opioid addiction,0.72,,,,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,Psychedelics,,psychiatric disorders,,,,,,,psychiatric disorders,therapeutic_indication,psychiatric disorders,indication,True,10.1016/j.phrs.2024.107338,Mind over matter: the microbial mindscapes of psychedelics and the gut-brain axis,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Giorgia Caspani; Simon G.D. Ruffell; WaiFung Tsang; Nigel Netzband; Cyrus Rohani-Shukla; Jonathan R. Swann; Wilfred A. Jefferies,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,Psychedelics have emerged as promising therapeutics for several psychiatric disorders.,secondary_summary,full_text_seen,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacological Research,journal-article,2024-08-05,1043-6618,1096-1186,Elsevier BV,low,disorder,disorders,,,Psychedelics,psychiatric disorders,,,{},{},Eating disorders,0.7027,eng,Hallucinogens / pharmacology | Humans | Gastrointestinal Microbiome / drug effects | Animals | Brain-Gut Axis / drug effects | Brain / drug effects | Brain / metabolism,2 | 3 | 4-Methyl enedioxy methamphetamine (MDMA) | 5-dimethoxy-4-iodoamphetamine (DOI) | 5-methoxy-N | DMT | Dimethyltryptamine (DMT) | Gut microbiota | Gut-brain axis | Ketamine | Lysergic acid diethylamide (LSD) | N-dimethyltryptamine (5-MeO-DMT) | Personalised medicine | Precision medicine | Psilocin | Psilocybin | Psychedelics | Serotonin | ayahuasca,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,Psychedelics,,treatment-resistant depression,,Treatment-resistant depression,,,,,treatment-resistant depression,therapeutic_indication,treatment-resistant depression,indication,True,10.1016/j.phrs.2024.107338,Mind over matter: the microbial mindscapes of psychedelics and the gut-brain axis,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Giorgia Caspani; Simon G.D. Ruffell; WaiFung Tsang; Nigel Netzband; Cyrus Rohani-Shukla; Jonathan R. Swann; Wilfred A. Jefferies,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"A wealth of studies has since shown the remarkable therapeutic potential of these drugs for the treatment of several disorders, including treatment-resistant depression [26]",secondary_summary,full_text_seen,text,C003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacological Research,journal-article,2024-08-05,1043-6618,1096-1186,Elsevier BV,low,disorder,disorders,,label,Psychedelics,treatment-resistant depression,,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,eng,Hallucinogens / pharmacology | Humans | Gastrointestinal Microbiome / drug effects | Animals | Brain-Gut Axis / drug effects | Brain / drug effects | Brain / metabolism,2 | 3 | 4-Methyl enedioxy methamphetamine (MDMA) | 5-dimethoxy-4-iodoamphetamine (DOI) | 5-methoxy-N | DMT | Dimethyltryptamine (DMT) | Gut microbiota | Gut-brain axis | Ketamine | Lysergic acid diethylamide (LSD) | N-dimethyltryptamine (5-MeO-DMT) | Personalised medicine | Precision medicine | Psilocin | Psilocybin | Psychedelics | Serotonin | ayahuasca,,,,,,,
