normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,mesh_terms,keywords,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,publisher,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id
not_graph_candidate,graph_include_candidate is false,(S)-norketamine,Harryflintia,,S-ketamine,,,,,,Harryflintia,pathway_or_process,none,none,False,10.1016/j.pbb.2021.173226,Gut microbiota is involved in the antidepressant-like effect of (S)-norketamine in an inflammation model of depression,compound_target,LPS-induced mice,Not a molecular target; represents a change in gut microbiota composition.,modulator,gut microbiota composition analysis,microbiome sequencing,modulator,,,,not_applicable,Mice,LPS-induced mice,in_vivo,Yuanyuan Wang; Riyue Jiang; Zifeng Wu; Ling Zhou; Jiali Xu; Chaoli Huang; Ling Yang; Bin Zhu; Enshi Yan; Cunming Liu,2021,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"(S)-norketamine, but not (R)-norketamine, ... significantly attenuated ... the reduction in the levels of Harryflintia.",abstract_only,abstract,abstract,animal study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Pharmacology Biochemistry and Behavior,journal-article,2021-07-01,0091-3057,1873-5177,"Animals | Antidepressive Agents / pharmacology | Bacteria / drug effects | Depression / drug therapy | Depression / metabolism | Disease Models, Animal | Gastrointestinal Microbiome / drug effects | Inflammation / drug therapy | Inflammation / metabolism | Ketamine / analogs & derivatives | Ketamine / pharmacology | Lipopolysaccharides / adverse effects | Locomotion / drug effects | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",(R)-Norketamine | (S)-Norketamine | Depression | Gut microbiota | Lipopolysaccharide,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,parenthetical_compact,,(S)-norketamine,Harryflintia,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,,,,,,
not_graph_candidate,graph_include_candidate is false,(S)-norketamine,bacterium ic1379,,S-ketamine,,,,,,bacterium ic1379,pathway_or_process,none,none,False,10.1016/j.pbb.2021.173226,Gut microbiota is involved in the antidepressant-like effect of (S)-norketamine in an inflammation model of depression,compound_target,LPS-induced mice,Not a molecular target; represents a change in gut microbiota composition.,modulator,gut microbiota composition analysis,microbiome sequencing,modulator,,,,not_applicable,Mice,LPS-induced mice,in_vivo,Yuanyuan Wang; Riyue Jiang; Zifeng Wu; Ling Zhou; Jiali Xu; Chaoli Huang; Ling Yang; Bin Zhu; Enshi Yan; Cunming Liu,2021,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"both (S)-norketamine and (R)-norketamine significantly attenuated the increase in the levels of bacterium ic1379 ... Notably, (S)-norketamine was more potent than (R)-norketamine at reducing the levels of bacterium ic1379",abstract_only,abstract,abstract,animal study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Pharmacology Biochemistry and Behavior,journal-article,2021-07-01,0091-3057,1873-5177,"Animals | Antidepressive Agents / pharmacology | Bacteria / drug effects | Depression / drug therapy | Depression / metabolism | Disease Models, Animal | Gastrointestinal Microbiome / drug effects | Inflammation / drug therapy | Inflammation / metabolism | Ketamine / analogs & derivatives | Ketamine / pharmacology | Lipopolysaccharides / adverse effects | Locomotion / drug effects | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",(R)-Norketamine | (S)-Norketamine | Depression | Gut microbiota | Lipopolysaccharide,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,parenthetical_compact,,(S)-norketamine,bacterium ic1379,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,,,,,,
not_graph_candidate,graph_include_candidate is false,(S)-norketamine,Bacteroides caecigallinarum,,S-ketamine,,,,,,Bacteroides caecigallinarum,pathway_or_process,none,none,False,10.1016/j.pbb.2021.173226,Gut microbiota is involved in the antidepressant-like effect of (S)-norketamine in an inflammation model of depression,compound_target,LPS-induced mice,Not a molecular target; represents a change in gut microbiota composition.,modulator,gut microbiota composition analysis,microbiome sequencing,modulator,,,,not_applicable,Mice,LPS-induced mice,in_vivo,Yuanyuan Wang; Riyue Jiang; Zifeng Wu; Ling Zhou; Jiali Xu; Chaoli Huang; Ling Yang; Bin Zhu; Enshi Yan; Cunming Liu,2021,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"(S)-norketamine, but not (R)-norketamine, significantly attenuated the increased levels of Bacteroides caecigallinarum.",abstract_only,abstract,abstract,animal study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Pharmacology Biochemistry and Behavior,journal-article,2021-07-01,0091-3057,1873-5177,"Animals | Antidepressive Agents / pharmacology | Bacteria / drug effects | Depression / drug therapy | Depression / metabolism | Disease Models, Animal | Gastrointestinal Microbiome / drug effects | Inflammation / drug therapy | Inflammation / metabolism | Ketamine / analogs & derivatives | Ketamine / pharmacology | Lipopolysaccharides / adverse effects | Locomotion / drug effects | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",(R)-Norketamine | (S)-Norketamine | Depression | Gut microbiota | Lipopolysaccharide,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,parenthetical_compact,,(S)-norketamine,Bacteroides caecigallinarum,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,,,,,,
entity_unmapped,graph entity `5-HT2A serotonin receptor` did not match registry,mescaline,5-HT2A serotonin receptor,,Mescaline,,,,,,5-HT 2A serotonin receptor,molecular_target,5-HT2A serotonin receptor,target,True,10.1021/acschemneuro.8b00215,Dark Classics in Chemical Neuroscience: Mescaline,compound_target,not_applicable,not_reported,agonist,functional_assay,functional_assay,agonist,,,,not_applicable,not_reported,not_reported,in_vitro,Bruce K. Cassels; Patricio Sáez-Briones,2018,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.8,False,its effects are attributed mainly to its action as a 5-HT 2A serotonin receptor agonist,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,ACS Chemical Neuroscience,journal-article,2018-05-30,1948-7193,1948-7193,"Hallucinogens / chemistry | Hallucinogens / history | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | History, 16th Century | History, 19th Century | History, 20th Century | History, 21st Century | History, Ancient | Humans | Mescaline / chemistry | Mescaline / history | Mescaline / pharmacology | Mescaline / therapeutic use | Structure-Activity Relationship",Mescaline | biosynthesis | hallucinogen | metabolism | peyote | pharmacology | structure−activity relationships | synthesis | wachuma San Pedro,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,mescaline,5-HT2A serotonin receptor,needs_external_id_lookup,,{},{},,0.0,American Chemical Society (ACS),not_reported,,,,,
normalized,compound and graph entity matched local registry,mescaline,5-HT1A receptor,,Mescaline,5-HT1A,,,,,5-HT 1A,molecular_target,5-HT1A receptor,target,True,10.1021/acschemneuro.8b00215,Dark Classics in Chemical Neuroscience: Mescaline,compound_target,not_applicable,not_reported,binds,binding_assay,binding_assay,binds,,,,not_applicable,not_reported,not_reported,in_vitro,Bruce K. Cassels; Patricio Sáez-Briones,2018,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.8,False,mescaline binds in a similar concentration range to 5-HT 1A and α 2A receptors,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,ACS Chemical Neuroscience,journal-article,2018-05-30,1948-7193,1948-7193,"Hallucinogens / chemistry | Hallucinogens / history | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | History, 16th Century | History, 19th Century | History, 20th Century | History, 21st Century | History, Ancient | Humans | Mescaline / chemistry | Mescaline / history | Mescaline / pharmacology | Mescaline / therapeutic use | Structure-Activity Relationship",Mescaline | biosynthesis | hallucinogen | metabolism | peyote | pharmacology | structure−activity relationships | synthesis | wachuma San Pedro,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,target_variant,mescaline,5-HT1A receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,American Chemical Society (ACS),not_reported,,,,,
entity_unmapped,graph entity `α2A receptor` did not match registry,mescaline,α2A receptor,,Mescaline,,,,,,α 2A receptors,molecular_target,α2A receptor,target,True,10.1021/acschemneuro.8b00215,Dark Classics in Chemical Neuroscience: Mescaline,compound_target,not_applicable,not_reported,binds,binding_assay,binding_assay,binds,,,,not_applicable,not_reported,not_reported,in_vitro,Bruce K. Cassels; Patricio Sáez-Briones,2018,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.8,False,mescaline binds in a similar concentration range to 5-HT 1A and α 2A receptors,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,ACS Chemical Neuroscience,journal-article,2018-05-30,1948-7193,1948-7193,"Hallucinogens / chemistry | Hallucinogens / history | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | History, 16th Century | History, 19th Century | History, 20th Century | History, 21st Century | History, Ancient | Humans | Mescaline / chemistry | Mescaline / history | Mescaline / pharmacology | Mescaline / therapeutic use | Structure-Activity Relationship",Mescaline | biosynthesis | hallucinogen | metabolism | peyote | pharmacology | structure−activity relationships | synthesis | wachuma San Pedro,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,mescaline,α2A receptor,needs_external_id_lookup,,{},{},,0.0,American Chemical Society (ACS),not_reported,,,,,
entity_unmapped,graph entity `TrkB receptor` did not match registry,ketamine,TrkB receptor,,Ketamine,,,,,,TrkB receptor phosphorylation,molecular_target,TrkB receptor,target,True,10.1038/mp.2015.176,Activation of a ventral hippocampus–medial prefrontal cortex pathway is both necessary and sufficient for an antidepressant response to ketamine,compound_target,not_applicable,not_applicable,increases phosphorylation,phosphorylation measurement,,increases phosphorylation,,,,not_applicable,Mice,vHipp,preclinical,F R Carreno; J J Donegan; A M Boley; A Shah; M DeGuzman; A Frazer; D J Lodge,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In addition, we found that a transient increase in TrkB receptor phosphorylation in the vHipp contributes to ketamine's sustained antidepressant response.",abstract_only,abstract,abstract,experimental,NINDS NIH HHS | NIMH NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Molecular Psychiatry,journal-article,2015-12-01,1359-4184,1476-5578,"Animals | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Depression / drug therapy | Hippocampus / metabolism | Ketamine / metabolism | Ketamine / pharmacology | Male | Mice | Mice, Inbred C57BL | Optogenetics / methods | Prefrontal Cortex / metabolism | Swimming",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,ketamine,TrkB receptor,needs_external_id_lookup,,{},{},,0.0,Springer Science and Business Media LLC,not_reported,NINDS NIH HHS | NIMH NIH HHS,R25 NS080684 | R01 MH082933 | R01 MH090067,,,
normalized,compound and graph entity matched local registry,MDMA,Serotonin transporter,,MDMA,SERT (SLC6A4),,,,,SERT reductions,molecular_target,Serotonin transporter,target,True,10.1038/sj.npp.1300736,Quantitative PET Studies of the Serotonin Transporter in MDMA Users and Controls Using [11C]McN5652 and [11C]DASB,compound_target,MDMA users,not_reported,reduction,Positron emission tomography (PET) with [11C]McN5652 and [11C]DASB ligands,Binding assay,reduction,Other,reduced density,,not_applicable,Human,Brain (cortical and subcortical structures),clinical,U. Mccann; Z. Szabo; Esen Seckin; P. Rosenblatt; W. B. Mathews; H. Ravert; R. Dannals; G. Ricaurte,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Global SERT reductions were found in MDMA users with both PET ligands, using all three of the above-mentioned SERT-binding parameters. Preplanned comparisons in 15 regions of interest demonstrated reductions in selected cortical and subcortical structures.",abstract_only,abstract,abstract,observational,National Center for Research Resources,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuropsychopharmacology,JournalArticle | Study | ClinicalTrial,2005-09-01,0893-133X,1740-634X,"Adult | Benzylamines / pharmacokinetics | Brain / diagnostic imaging | Brain / anatomy & histology | Brain / drug effects | Carbon Radioisotopes / pharmacokinetics | Demography | Female | Hallucinogens / administration & dosage | Humans | Image Processing, Computer-Assisted / methods | Isoquinolines / pharmacokinetics | Magnetic Resonance Imaging / methods | Male | Membrane Glycoproteins / metabolism | Nerve Tissue Proteins / metabolism | Protein Binding | Radioligand Assay / methods | Serotonin Antagonists / pharmacokinetics | Statistics as Topic | Models, Statistical | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | Radiopharmaceuticals / metabolism | Membrane Transport Proteins / metabolism | Positron-Emission Tomography / methods | Serotonin Plasma Membrane Transport Proteins",Psychology | Medicine | external | s2-fos-model,en,,,,,,,,,,,,,,,medium,mechanistic,targets,label,alias,MDMA,Serotonin transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,Springer Nature,not_reported,National Center for Research Resources,M01RR002719 | M01 RR002719 | Z01 DA000206 | R01 AG014400 | K02 DA000206 | R01 AA011653 | R01 DA010217 | AA11653 | DA10217,,,1f5f0407f5e33d394c30d730555a0df6a6e5fbf1
entity_unmapped,graph entity `Trace Amine Receptor 1` did not match registry,MDMA,Trace Amine Receptor 1,,MDMA,,,,,,rhTA(1),molecular_target,Trace Amine Receptor 1,target,True,10.1124/jpet.105.084459,Primate Trace Amine Receptor 1 Modulation by the Dopamine Transporter,compound_target,not_applicable,not_reported,agonist,cAMP response element-luciferase assay,functional assay,agonist,,,,not_applicable,rhesus monkey,rhTA(1)-expressing cell lines,in_vitro,Gregory M. Miller; Christopher D. Verrico; Amy Jassen; Martha Konar; Hong Yang; Helen Panas; Mary Bahn; Ryan Johnson; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-MDMA stimulated cAMP accumulation in rhTA(1)-expressing cell lines, as measured by a cAMP response element-luciferase assay.",abstract_only,abstract,abstract,in vitro study,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2005-05-17,0022-3565,1521-0103,"Amino Acid Sequence | Animals | Cells, Cultured | Cocaine / pharmacology | Cyclic AMP / biosynthesis | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins | Humans | Macaca mulatta | Membrane Glycoproteins / physiology | Membrane Transport Proteins / physiology | Molecular Sequence Data | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nerve Tissue Proteins / physiology | Phenethylamines / metabolism | Rats | Receptors, G-Protein-Coupled / drug effects | Receptors, G-Protein-Coupled / physiology | Response Elements / physiology | Substantia Nigra / chemistry | Trace Amine-Associated Receptors",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,MDMA,Trace Amine Receptor 1,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,not_reported,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR00168 | P51 OD011103 | R01 DA006303 | DA15305 | K05 DA015305 | R01 DA011558 | P51 RR000168 | DA016606,,,
compound_unmapped,compound `Amphetamine` did not match registry,Amphetamine,Trace Amine Receptor 1,,,,,,,,rhTA(1),molecular_target,Trace Amine Receptor 1,target,True,10.1124/jpet.105.084459,Primate Trace Amine Receptor 1 Modulation by the Dopamine Transporter,compound_target,not_applicable,not_reported,agonist,cAMP response element-luciferase assay,functional assay,agonist,,,,not_applicable,rhesus monkey,rhTA(1)-expressing cell lines,in_vitro,Gregory M. Miller; Christopher D. Verrico; Amy Jassen; Martha Konar; Hong Yang; Helen Panas; Mary Bahn; Ryan Johnson; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-amphetamine stimulated cAMP accumulation in rhTA(1)-expressing cell lines, as measured by a cAMP response element-luciferase assay.",abstract_only,abstract,abstract,in vitro study,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2005-05-17,0022-3565,1521-0103,"Amino Acid Sequence | Animals | Cells, Cultured | Cocaine / pharmacology | Cyclic AMP / biosynthesis | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins | Humans | Macaca mulatta | Membrane Glycoproteins / physiology | Membrane Transport Proteins / physiology | Molecular Sequence Data | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nerve Tissue Proteins / physiology | Phenethylamines / metabolism | Rats | Receptors, G-Protein-Coupled / drug effects | Receptors, G-Protein-Coupled / physiology | Response Elements / physiology | Substantia Nigra / chemistry | Trace Amine-Associated Receptors",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,Amphetamine,Trace Amine Receptor 1,,,{},{},,0.0,Elsevier BV,not_reported,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR00168 | P51 OD011103 | R01 DA006303 | DA15305 | K05 DA015305 | R01 DA011558 | P51 RR000168 | DA016606,,,
