study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.1192/bjo.2023.535,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,"Psilocybin for treatment-resistant depression without psychedelic effects: study protocol for a 4-week, double-blind, proof-of-concept randomised controlled trial",table,2023,doi,primary_study,Abstract snippet: Background Randomised controlled trials (RCTs) of psilocybin have reported large antidepressant effects in adults with major depressive disorder and treatment-resistant d,Muhammad Ishrat Husain; Daniel M. Blumberger; David Castle; Nicole Ledwos; Elise Fellows; Brett D. M. Jones; Abigail Ortiz; Stefan Kloiber; Wei Wang; Joshua D. Rosenblat,full_text_seen,Treatment-resistant depression,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,105,2026-03-12T15:16:48.883038+00:00
10.1016/j.euroneuro.2023.07.011,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Psilocybin-assisted therapy for depression: A systematic review and dose-response meta-analysis of human studies,abstract,2023,doi,primary_study,"Abstract snippet: Psilocybin is increasingly studied for its antidepressant effect, but its optimal dosage for depression remains unclear. We conducted a systematic review and a dose-respo",Natacha Perez; Florent Langlest; Luc Mallet; Marco De Pieri; Othman Sentissi; Gabriel Thorens; Federico Seragnoli; Daniele Zullino; Matthias Kirschner; Stefan Kaiser,abstract_only,Treatment-resistant depression,Psilocybin,,high,randomized_controlled_trial,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,108,2026-03-12T15:16:48.883038+00:00
10.26685/urncst.420,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,The Therapeutic Potential of Psilocybin in Alcohol Use Disorder Recovery: A Literature Review,text,2023,doi,primary_study,Abstract snippet: Introduction: Psilocybin (the active compound found in “magic mushrooms”) has been an area of recent focus in the academic and psychiatric community on account of its pot,Kaden Venugopal; Nefissa Bedri,full_text_seen,Alcohol use disorder,Psilocybin,,low,preclinical_study,preclinical,adults with alcohol use disorder,reduces heavy drinking outcomes,Abstinence rate,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,112,2026-03-12T15:16:48.883038+00:00
10.1186/s13063-023-07556-x,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields,The effects of esketamine and treatment expectation in acute major depressive disorder (Expect): study protocol for a pharmacological fMRI study using a balanced placebo design,table,2023,doi,primary_study,Metadata/title snippet: The effects of esketamine and treatment expectation in acute major depressive disorder (Expect): study protocol for a pharmacological fMRI study using,Irina Falkenberg; Florian Bitsch; Wei Liu; Alexandros Matsingos; Laila Noor; Christoph Vogelbacher; Cüneyt Yildiz; Tilo Kircher,full_text_seen,Major depressive disorder,S-ketamine,,high,randomized_controlled_trial,preclinical,adults with major depressive disorder,reduces depressive symptoms,MADRS,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type,114,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2023.1134454,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Therapeutic effect of psilocybin in addiction: A systematic review,mixed,2023,doi,primary_study,"Abstract snippet: Background Psychedelic-assisted therapy [e.g., with lysergic acid diethylamide (LSD)] has shown promising results as treatment for substance use disorders (SUDs). Previou",Pim B. van der Meer; Juan José Fuentes; Ad A. Kaptein; Jan W. Schoones; Marleen M. de Waal; Anna E. Goudriaan; Kees Kramers; Arnt Schellekens; Metten Somers; Matthijs G. Bossong,full_text_seen,Alcohol use disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with alcohol use disorder,reduces heavy drinking outcomes,Percent heavy drinking days,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,115,2026-03-12T15:16:48.883038+00:00
10.1097/jcp.0000000000001608,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,A Critical Appraisal of Evidence on the Efficacy and Safety of Serotonergic Psychedelic Drugs as Emerging Antidepressants,abstract,2022,doi,primary_study,Abstract snippet: Abstract Purpose/Background There has been resurgence of interest in the therapeutic use of serotonergic (“classic”) psychedelics in major depressive disorder (MDD) and e,Nicole Ledwos; Joshua D. Rosenblat; Daniel M. Blumberger; David Castle; Roger S. McIntyre; Benoit H. Mulsant; Muhammad Ishrat Husain,abstract_only,Treatment-resistant depression,Psilocybin,,high,randomized_controlled_trial,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,116,2026-03-12T15:16:48.883038+00:00
10.1177/02698811221104052,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"MDMA-assisted therapy for posttraumatic stress disorder: A pooled analysis of ethnoracial differences in efficacy and safety from two Phase 2 open-label lead-in trials and a Phase 3 randomized, blinded placebo-controlled trial",abstract,2022,doi,primary_study,"Abstract snippet: Background: Limited ethnoracial diversity in previous ±3,4-methylenedioxymethamphetamine-assisted therapy (MDMA-AT) trials for posttraumatic stress disorder (PTSD) has pr",Terence H. W. Ching; Monnica T. Williams; Julie B. Wang; Lisa Jerome; Berra Yazar‐Klosinski; Amy Emerson; Rick Doblin,abstract_only,Post-traumatic stress disorder,MDMA,,high,randomized_controlled_trial,preclinical,adults with post-traumatic stress disorder,no significant change in PTSD severity,CAPS-5,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,125,2026-03-12T15:16:48.883038+00:00
10.1136/bmjopen-2022-066019,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,"Psilocybin-assisted therapy for reducing alcohol intake in patients with alcohol use disorder: protocol for a randomised, double-blinded, placebo-controlled 12-week clinical trial (The QUANTUM Trip Trial)",figure,2022,doi,primary_study,"Abstract snippet: Introduction Alcohol use disorder is a difficult-to-treat psychiatric disorder and a major burden on public health. Existing treatment efficacy is moderate, and relapse r",Mathias Ebbesen Jensen; Dea Siggaard Stenbæk; Tobias Søgaard Juul; Patrick M. Fisher; Claus Thorn Ekstrøm; Gitte M. Knudsen; Anders Fink‐Jensen,full_text_seen,Alcohol use disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with alcohol use disorder,reduces heavy drinking outcomes,Percent heavy drinking days,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; full_text_seen still points to abstract snippet,131,2026-03-12T15:16:48.883038+00:00
10.1177/07067437221111371,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The Canadian Network for Mood and Anxiety Treatments (CANMAT) Task Force Report: Serotonergic Psychedelic Treatments for Major Depressive Disorder,abstract,2022,doi,primary_study,Abstract snippet: Objective Serotonergic psychedelics are re-emerging as potential novel treatments for several psychiatric disorders including major depressive disorder. The Canadian Netw,Joshua D. Rosenblat; Muhammad Ishrat Husain; Yena Lee; Roger S. McIntyre; Rodrigo B. Mansur; David Castle; Hilary Offman; Sagar V. Parikh; Benício N. Frey; Ayal Schaffer,abstract_only,Treatment-resistant depression,Psilocybin,,high,randomized_controlled_trial,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,133,2026-03-12T15:16:48.883038+00:00
10.1177/02698811221084055,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The antidepressant effect and safety of non-intranasal esketamine: A systematic review,abstract,2022,doi,primary_study,Abstract snippet: Background: The introduction of esketamine into the field of psychiatry comes on the heels of excitement from studies on racemic ketamine. While the intranasal route has,Sanne Y. Smith-Apeldoorn; Maurice Vischjager; Jolien K. E. Veraart; Jeanine Kamphuis; Marije aan het Rot; Robert A. Schoevers,abstract_only,Major depressive disorder,S-ketamine,,high,randomized_controlled_trial,preclinical,adults with major depressive disorder,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,134,2026-03-12T15:16:48.883038+00:00
10.1186/s12888-022-04388-y,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields,The efficacy and safety of esketamine in the treatment of major depressive disorder with suicidal ideation: study protocol for a randomized controlled trial,table,2022,doi,primary_study,Metadata/title snippet: The efficacy and safety of esketamine in the treatment of major depressive disorder with suicidal ideation: study protocol for a randomized controlled,Haiyan Liu; Xiaofeng Lan; Chengyu Wang; Fan Zhang; Ling Fu; Weicheng Li; Yanxiang Ye; Zhibo Hu; Ziyuan Chao; Yuping Ning,full_text_seen,Major depressive disorder,S-ketamine,,high,randomized_controlled_trial,clinical,adolescents with major depressive disorder,reduces depressive symptoms,MADRS,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type,135,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2022.965641,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,"Therapeutic setting as an essential component of psychedelic research methodology: Reporting recommendations emerging from clinical trials of 3,4-methylenedioxymethamphetamine for post-traumatic stress disorder",mixed,2022,doi,primary_study,"Abstract snippet: Research of psychedelic assisted therapies is at an all-time high, though few studies highlight extra-pharmacological factors that may affect treatment efficacy. One crit",Lauren Okano; Gregory V. Jones; Bri Deyo; Alida Brandenburg; Wesley Hale,full_text_seen,Post-traumatic stress disorder,MDMA,,low,preclinical_study,preclinical,adults with post-traumatic stress disorder,reduces PTSD severity,STAI,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,136,2026-03-12T15:16:48.883038+00:00
10.17992/lbl.2022.09.706,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The use of psilocybin for treatment-resistant depression,abstract,2022,doi,primary_study,Abstract snippet: The hallucinogen psilocybin is a potential novel treatment for treatment-resistant depression (TRD). Our goal is to review current knowledge on psilocybin and its efficac,Arny Johannesdottir; Engilbert Sigurðsson,abstract_only,Treatment-resistant depression,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; high evidence attached to weak paper_type; abstract_only,138,2026-03-12T15:16:48.883038+00:00
